Age Ma	d18O adj	d18O 5pt	tempC	tempC_5pt
3.1885	2.71	3.038	5.875174	4.72872216
3.189	3.36	3.07	3.632544	4.618486
3.1911	2.77	3.058	5.663206	4.65979096
3.192	3.31	3.08	3.800854	4.584096
3.192	3.14	2.978	4.378344	4.93618776
3.1924	2.82	3.04	5.487336	4.721824
3.194	2.85	3.002	5.38215	4.85308056
3.195	3.08	2.996	4.584096	4.87384224
3.196	3.12	3.01	4.446816	4.825414
3.196	3.11	3.052	4.481094	4.68045856
3.1971	2.89	3.012	5.242294	4.81850016
3.198	3.06	3.014	4.652904	4.81158744
3.1987	2.88	2.978	5.277216	4.93618776
3.2	3.13	3.014	4.412566	4.81158744
3.2003	2.93	3.012	5.102886	4.81850016
3.2018	3.07	3.044	4.618486	4.70803104
3.202	3.05	3.048	4.68735	4.69424256
3.203	3.04	2.994	4.721824	4.88076504
3.204	3.15	2.918	4.34415	5.14466136
3.2041	2.66	2.874	6.052584	5.29818264
3.2048	2.69	2.82	5.946054	5.487336
3.206	2.83	2.714	5.452246	5.86101144
3.2067	2.77	2.808	5.663206	5.52948096
3.2079	2.62	2.914	6.195016	5.15859544
3.208	3.13	2.898	4.412566	5.21437656
3.209	3.22	2.858	4.105576	5.35414296
3.2097	2.75	2.958	5.73375	5.00556696
3.211	2.57	2.866	6.373686	5.32615384
3.212	3.12	2.818	4.446816	5.49435736
3.2128	2.67	2.81	6.017046	5.522454
3.213	2.98	2.916	4.929256	5.15162784
3.2144	2.71	2.92	5.875174	5.137696
3.216	3.1	2.962	4.5154	4.99168216
3.216	3.14	2.898	4.378344	5.21437656
3.2175	2.88	2.972	5.277216	4.95698976
3.2198	2.66	2.988	6.052584	4.90154016
3.22	3.08	2.926	4.584096	5.11680664
3.22	3.18	2.958	4.241736	5.00556696
3.2225	2.83	3.09	5.452246	4.549734
3.223	3.04	3.118	4.721824	4.45366936
3.224	3.32	3.152	3.767136	4.33731456
3.224	3.22	3.128	4.105576	4.41941376
3.226	3.35	3.17	3.66615	4.275846
3.2264	2.71	3.056	5.875174	4.66667904
3.228	3.25	3.03	4.00375	4.756326
3.2299	2.75	3.014	5.73375	4.81158744
3.23	3.09	3.126	4.549734	4.42626264
3.232	3.27	3.02	3.936006	4.790856
3.234	3.27	3.066	3.936006	4.63224984
3.2341	2.72	3.092	5.839776	4.54286496
3.235	2.98	3.09	4.929256	4.549734
3.236	3.22	3.056	4.105576	4.66667904
3.238	3.26	3.086	3.969864	4.56347544
3.238	3.1	3.122	4.5154	4.43996376
3.2382	2.87	3.104	5.312166	4.50167424
3.24	3.16	3.084	4.309984	4.57034784
3.241	3.13	3.092	4.412566	4.54286496
3.244	3.16	3.152	4.309984	4.33731456
3.244	3.14	3.166	4.378344	4.28949784
3.245	3.17	3.088	4.275846	4.55660416
3.245	3.23	3.122	4.071606	4.43996376
3.2465	2.74	3.112	5.769064	4.47423616
3.248	3.33	3.088	3.733446	4.55660416
3.248	3.09	3.066	4.549734	4.63224984
3.249	3.05	3.048	4.68735	4.69424256
3.25	3.12	3.002	4.446816	4.85308056
3.251	2.65	2.984	6.08815	4.91539584
3.252	3.1	2.974	4.5154	4.95005464
3.252	3	2.964	4.86	4.98474144
3.254	3	3.052	4.86	4.68045856
3.254	3.07	3.074	4.618486	4.60472664
3.254	3.09	3.066	4.549734	4.63224984
3.255	3.21	3.104	4.139574	4.50167424
3.256	2.96	3.1	4.998624	4.5154
3.257	3.19	3.082	4.207654	4.57722136
3.259	3.05	3.012	4.68735	4.81850016
3.26	3	3.052	4.86	4.68045856
3.2609	2.86	2.958	5.347144	5.00556696
3.263	3.16	2.968	4.309984	4.97086336
3.2631	2.72	2.994	5.839776	4.88076504
3.264	3.1	2.97	4.5154	4.963926
3.265	3.13	2.998	4.412566	4.86692056
3.2678	2.74	3.086	5.769064	4.56347544
3.268	3.3	3.092	3.8346	4.54286496
3.268	3.16	3.088	4.309984	4.55660416
3.268	3.13	3.18	4.412566	4.241736
3.2714	3.11	3.142	4.481094	4.37150296
3.272	3.2	3.144	4.1736	4.36466304
3.272	3.11	3.15	4.481094	4.34415
3.273	3.17	3.12	4.275846	4.446816
3.2756	3.16	3.116	4.309984	4.46052384
3.276	2.96	3.158	4.998624	4.31681496
3.276	3.18	3.152	4.241736	4.33731456
3.277	3.32	3.166	3.767136	4.28949784
3.28	3.14	3.282	4.378344	3.89541336
3.28	3.23	3.284	4.071606	3.88865184
3.2803	3.54	3.302	3.032424	3.82784856
3.281	3.19	3.194	4.207654	4.19402904
3.2838	3.41	3.14	3.464934	4.378344
3.284	2.6	3.088	6.2664	4.55660416
3.284	2.96	3.064	4.998624	4.63913344
3.284	3.28	3.05	3.902176	4.68735
3.287	3.07	3.036	4.618486	4.73562144
3.288	3.34	2.956	3.699784	5.01251104
3.289	2.53	2.894	6.517126	5.22833304
3.289	2.56	2.9	6.409504	5.2074
3.29	2.97	2.874	4.963926	5.29818264
3.29	3.1	3.016	4.5154	4.80467584
3.291	3.21	3.214	4.139574	4.12597144
3.291	3.24	3.338	4.037664	3.70651416
3.292	3.55	3.416	2.99935	3.44486784
3.292	3.59	3.456	2.867334	3.31135104
3.292	3.49	3.408	3.198214	3.47162496
3.2921	3.41	3.312	3.464934	3.79410816
3.293	3	3.324	4.86	3.75365664
3.296	3.07	3.334	4.618486	3.71997784
3.296	3.65	3.282	2.67015	3.89541336
3.299	3.54	3.338	3.032424	3.70651416
3.299	3.15	3.456	4.34415	3.31135104
3.3	3.28	3.41	3.902176	3.464934
3.3	3.66	3.42	2.637384	3.431496
3.301	3.42	3.42	3.431496	3.431496
3.301	3.59	3.442	2.867334	3.35803096
3.301	3.15	3.378	4.34415	3.57212376
3.3024	3.39	3.346	3.531894	3.67960024
3.303	3.34	3.35	3.699784	3.66615
3.304	3.26	3.488	3.969864	3.20486016
3.304	3.61	3.476	2.801494	3.24476064
3.305	3.84	3.562	2.052384	2.95969816
3.308	3.33	3.604	3.733446	2.82123424
3.308	3.77	3.616	2.278806	2.78176384
3.308	3.47	3.46	3.264726	3.298024
3.309	3.67	3.46	2.604646	3.298024
3.3093	3.06	3.41	4.652904	3.464934
3.311	3.33	3.43	3.733446	3.398086
3.311	3.52	3.378	3.098656	3.57212376
3.311	3.57	3.492	2.933286	3.19156896
3.312	3.41	3.468	3.464934	3.27138336
3.313	3.63	3.452	2.735766	3.32468256
3.314	3.21	3.416	4.139574	3.44486784
3.315	3.44	3.502	3.364704	3.15836056
3.316	3.39	3.46	3.531894	3.298024
3.316	3.84	3.394	2.052384	3.51849304
3.316	3.42	3.414	3.431496	3.45155544
3.317	2.88	3.466	5.277216	3.27804184
3.318	3.54	3.394	3.032424	3.51849304
3.319	3.65	3.394	2.67015	3.51849304
3.32	3.48	3.472	3.231456	3.25806976
3.32	3.42	3.458	3.431496	3.30468696
3.321	3.27	3.444	3.936006	3.35135904
3.322	3.47	3.384	3.264726	3.55200384
3.323	3.58	3.368	2.900296	3.60567936
3.324	3.18	3.382	4.241736	3.55870936
3.324	3.34	3.33	3.699784	3.733446
3.324	3.34	3.198	3.699784	4.18040856
3.325	3.21	3.216	4.139574	4.11917184
3.3253	2.92	3.224	5.137696	4.09198464
3.327	3.27	3.192	3.936006	4.20084096
3.327	3.38	3.208	3.565416	4.14637696
3.328	3.18	3.306	4.241736	3.81434904
3.329	3.29	3.332	3.868374	3.72671136
3.329	3.41	3.328	3.464934	3.74018176
3.33	3.4	3.316	3.4984	3.78061984
3.331	3.36	3.332	3.632544	3.72671136
3.332	3.12	3.29	4.446816	3.868374
3.333	3.37	3.306	3.598966	3.81434904
3.333	3.2	3.274	4.1736	3.92247064
3.335	3.48	3.296	3.231456	3.84810624
3.336	3.2	3.25	4.1736	4.00375
3.337	3.23	3.38	4.071606	3.565416
3.338	3.14	3.328	4.378344	3.74018176
3.339	3.85	3.304	2.02015	3.82109824
3.34	3.22	3.39	4.105576	3.531894
3.341	3.08	3.364	4.584096	3.61910944
3.341	3.66	3.364	2.637384	3.61910944
3.343	3.01	3.362	4.825414	3.62582616
3.343	3.85	3.456	2.02015	3.31135104
3.344	3.21	3.346	4.139574	3.67960024
3.345	3.55	3.468	2.99935	3.27138336
3.347	3.11	3.356	4.481094	3.64598304
3.347	3.62	3.332	2.768616	3.72671136
3.348	3.29	3.346	3.868374	3.67960024
3.35	3.09	3.402	4.549734	3.49170456
3.35	3.62	3.406	2.768616	3.47831704
3.352	3.39	3.42	3.531894	3.431496
3.352	3.64	3.492	2.702944	3.19156896
3.352	3.36	3.48	3.632544	3.231456
3.354	3.45	3.512	3.33135	3.12518016
3.356	3.56	3.446	2.966304	3.34468824
3.356	3.55	3.462	2.99935	3.29136216
3.356	3.31	3.448	3.800854	3.33801856
3.358	3.44	3.392	3.364704	3.52519296
3.36	3.38	3.36	3.565416	3.632544
3.36	3.28	3.426	3.902176	3.41144664
3.362	3.39	3.404	3.531894	3.48501024
3.364	3.64	3.406	2.702944	3.47831704
3.364	3.33	3.364	3.733446	3.61910944
3.365	3.39	3.342	3.531894	3.69305496
3.366	3.07	3.284	4.618486	3.88865184
3.368	3.28	3.25	3.902176	4.00375
3.368	3.35	3.202	3.66615	4.16679256
3.37	3.16	3.25	4.309984	4.00375
3.372	3.15	3.204	4.34415	4.15998624
3.372	3.31	3.168	3.800854	4.28267136
3.375	3.05	3.186	4.68735	4.22128344
3.375	3.17	3.194	4.275846	4.19402904
3.376	3.25	3.188	4.00375	4.21446816
3.378	3.19	3.206	4.207654	4.15318104
3.38	3.28	3.23	3.902176	4.071606
3.381	3.14	3.226	4.378344	4.08519064
3.383	3.29	3.27	3.868374	3.936006
3.384	3.23	3.252	4.071606	3.99697056
3.384	3.41	3.252	3.464934	3.99697056
3.385	3.19	3.278	4.207654	3.90893976
3.387	3.14	3.266	4.378344	3.94954584
3.388	3.42	3.268	3.431496	3.94277536
3.39	3.17	3.336	4.275846	3.71324544
3.392	3.42	3.344	3.431496	3.68632704
3.393	3.53	3.33	3.065526	3.733446
3.396	3.18	3.218	4.241736	4.11237336
3.396	3.35	3.192	3.66615	4.20084096
3.398	2.61	3.122	6.230694	4.43996376
3.399	3.29	3.12	3.868374	4.446816
3.4	3.18	3.104	4.241736	4.50167424
3.402	3.17	3.19	4.275846	4.207654
3.404	3.27	3.162	3.936006	4.30315416
3.404	3.04	3.172	4.721824	4.26902176
3.406	3.15	3.108	4.34415	4.48795296
3.407	3.23	3.064	4.071606	4.63913344
3.408	2.85	3.038	5.38215	4.72872216
3.408	3.05	3.034	4.68735	4.74252184
3.41	2.91	3.056	5.172534	4.66667904
3.411	3.13	3.118	4.412566	4.45366936
3.412	3.34	3.184	3.699784	4.22809984
3.412	3.16	3.242	4.309984	4.03087896
3.414	3.38	3.164	3.565416	4.29632544
3.416	3.2	3.136	4.1736	4.39202944
3.417	2.74	3.152	5.769064	4.33731456
3.417	3.2	3.062	4.1736	4.64601816
3.419	3.24	3.05	4.037664	4.68735
3.42	2.93	3.136	5.102886	4.39202944
3.42	3.14	3.132	4.378344	4.40571936
3.421	3.17	3.092	4.275846	4.54286496
3.423	3.18	3.126	4.241736	4.42626264
3.424	3.04	3.144	4.721824	4.36466304
3.424	3.1	3.082	4.5154	4.57722136
3.426	3.23	3.082	4.071606	4.57722136
3.427	2.86	3.086	5.347144	4.56347544
3.428	3.18	3.114	4.241736	4.46737944
3.428	3.06	3.142	4.652904	4.37150296
3.429	3.24	3.19	4.037664	4.207654
3.431	3.37	3.166	3.598966	4.28949784
3.432	3.1	3.204	4.5154	4.15998624
3.433	3.06	3.22	4.652904	4.105576
3.433	3.25	3.232	4.00375	4.06481536
3.434	3.32	3.246	3.767136	4.01731224
3.436	3.43	3.304	3.398086	3.82109824
3.436	3.17	3.322	4.275846	3.76039576
3.438	3.35	3.244	3.66615	4.02409504
3.439	3.34	3.176	3.699784	4.25537664
3.44	2.93	3.188	5.102886	4.21446816
3.44	3.09	3.176	4.549734	4.25537664
3.441	3.23	3.14	4.071606	4.378344
3.443	3.29	3.146	3.868374	4.35782424
3.444	3.16	3.19	4.309984	4.207654
3.444	2.96	3.174	4.998624	4.26219864
3.445	3.31	3.094	3.800854	4.53599704
3.446	3.15	3.038	4.34415	4.72872216
3.447	2.89	3.06	5.242294	4.652904
3.448	2.88	2.996	5.277216	4.87384224
3.449	3.07	2.948	4.618486	5.04029856
3.451	2.99	2.942	4.894614	5.06115096
3.452	2.91	2.932	5.172534	5.09592736
3.452	2.86	2.898	5.347144	5.21437656
3.453	2.83	2.874	5.452246	5.29818264
3.454	2.9	2.86	5.2074	5.347144
3.456	2.87	2.878	5.312166	5.28420376
3.456	2.84	2.814	5.417184	5.50840344
3.457	2.95	2.892	5.03335	5.23531296
3.459	2.51	2.888	6.589014	5.24927616
3.459	3.29	2.942	3.868374	5.06115096
3.46	2.85	2.96	5.38215	4.998624
3.461	3.11	3.08	4.481094	4.584096
3.462	3.04	3.008	4.721824	4.83232896
3.464	3.11	3.056	4.481094	4.66667904
3.464	2.93	3.01	5.102886	4.825414
3.465	3.09	2.988	4.549734	4.90154016
3.467	2.88	2.98	5.277216	4.929256
3.467	2.93	2.966	5.102886	4.97780184
3.468	3.07	2.978	4.618486	4.93618776
3.47	2.86	2.956	5.347144	5.01251104
3.472	3.15	2.982	4.34415	4.92232536
3.473	2.77	2.986	5.663206	4.90846744
3.473	3.06	3.006	4.652904	4.83924504
3.474	3.09	3.004	4.549734	4.84616224
3.476	2.96	2.98	4.998624	4.929256
3.476	3.14	2.986	4.378344	4.90846744
3.478	2.65	2.974	6.08815	4.95005464
3.479	3.09	2.948	4.549734	5.04029856
3.48	3.03	2.956	4.756326	5.01251104
3.482	2.83	3.04	5.452246	4.721824
3.482	3.18	3.006	4.241736	4.83924504
3.483	3.07	3.014	4.618486	4.81158744
3.484	2.92	3.04	5.137696	4.721824
3.485	3.07	2.986	4.618486	4.90846744
3.488	2.96	3.008	4.998624	4.83232896
3.488	2.91	3.018	5.172534	4.79776536
3.49	3.18	2.996	4.241736	4.87384224
3.491	2.97	2.936	4.963926	5.08201344
3.492	2.96	2.96	4.998624	4.998624
3.493	2.66	2.908	6.052584	5.17950496
3.494	3.03	2.918	4.756326	5.14466136
3.495	2.92	2.868	5.137696	5.31915936
3.496	3.02	2.952	4.790856	5.02640256
3.497	2.71	2.954	5.875174	5.01945624
3.5	3.08	2.946	4.584096	5.04724824
3.5	3.04	2.936	4.721824	5.08201344
3.501	2.88	3.006	5.277216	4.83924504
3.502	2.97	2.978	4.963926	4.93618776
3.504	3.06	2.99	4.652904	4.894614
3.506	2.94	2.988	5.068104	4.90154016
3.508	3.1	3.018	4.5154	4.79776536
3.51	2.87	2.982	5.312166	4.92232536
3.512	3.12	3.012	4.446816	4.81850016
3.514	2.88	3.032	5.277216	4.74942336
3.516	3.09	3.054	4.549734	4.67356824
3.517	3.2	3.042	4.1736	4.71492696
3.517	2.98	3.086	4.929256	4.56347544
3.52	3.06	3.068	4.652904	4.62536736
3.52	3.1	3.05	4.5154	4.68735
3.522	3	3.038	4.86	4.72872216
3.524	3.11	3.012	4.481094	4.81850016
3.525	2.92	2.976	5.137696	4.94312064
3.526	2.93	2.962	5.102886	4.99168216
3.527	2.92	2.942	5.137696	5.06115096
3.527	2.93	2.946	5.102886	5.04724824
3.527	3.01	2.95	4.825414	5.03335
3.528	2.94	2.982	5.068104	4.92232536
3.528	2.95	2.988	5.03335	4.90154016
3.528	3.08	2.938	4.584096	5.07505816
3.53	2.96	2.968	4.998624	4.97086336
3.531	2.76	2.95	5.698464	5.03335
3.532	3.09	2.918	4.549734	5.14466136
3.533	2.86	2.924	5.347144	5.12376864
3.534	2.92	2.93	5.137696	5.102886
3.535	2.99	2.93	4.894614	5.102886
3.535	2.79	2.952	5.592774	5.02640256
3.536	3.09	2.938	4.549734	5.07505816
3.537	2.97	2.94	4.963926	5.068104
3.539	2.85	2.958	5.38215	5.00556696
3.54	3	2.948	4.86	5.04029856
3.54	2.88	2.934	5.277216	5.08896984
3.54	3.04	2.962	4.721824	4.99168216
3.542	2.9	2.964	5.2074	4.98474144
3.544	2.99	3.01	4.894614	4.825414
3.544	3.01	3.018	4.825414	4.79776536
3.545	3.11	3.118	4.481094	4.45366936
3.546	3.08	3.124	4.584096	4.43311264
3.548	3.4	3.16	3.4984	4.309984
3.548	3.02	3.17	4.790856	4.275846
3.549	3.19	3.164	4.207654	4.29632544
3.551	3.16	3.126	4.309984	4.42626264
3.551	3.05	3.138	4.68735	4.38518616
3.552	3.21	3.122	4.139574	4.43996376
3.552	3.08	3.118	4.584096	4.45366936
3.553	3.11	3.066	4.481094	4.63224984
3.554	3.14	3.068	4.378344	4.62536736
3.554	2.79	3.036	5.592774	4.73562144
3.556	3.22	3.04	4.105576	4.721824
3.556	2.92	3.02	5.137696	4.790856
3.556	3.13	3.088	4.412566	4.55660416
3.558	3.04	3.076	4.721824	4.59784864
3.56	3.13	3.106	4.412566	4.49481304
3.56	3.16	3.086	4.309984	4.56347544
3.562	3.07	3.114	4.618486	4.46737944
3.563	3.03	3.088	4.756326	4.55660416
3.564	3.18	3.064	4.241736	4.63913344
3.565	3	3.068	4.86	4.62536736
3.566	3.04	3.066	4.721824	4.63224984
3.567	3.09	3.04	4.549734	4.721824
3.567	3.02	3.072	4.790856	4.61160576
3.568	3.05	3.082	4.68735	4.57722136
3.568	3.16	3.07	4.309984	4.618486
3.569	3.09	3.066	4.549734	4.63224984
3.57	3.03	3.08	4.756326	4.584096
3.572	3	3.026	4.86	4.77013464
3.572	3.12	2.968	4.446816	4.97086336
3.574	2.89	2.972	5.242294	4.95698976
3.576	2.8	2.976	5.5576	4.94312064
3.576	3.05	3.002	4.68735	4.85308056
3.577	3.02	3.022	4.790856	4.78394776
3.578	3.25	3.052	4.00375	4.68045856
3.58	2.99	3.1	4.894614	4.5154
3.58	2.95	3.134	5.03335	4.39887384
3.583	3.29	3.064	3.868374	4.63913344
3.584	3.19	3.132	4.207654	4.40571936
3.584	2.9	3.168	5.2074	4.28267136
3.587	3.33	3.114	3.733446	4.46737944
3.587	3.13	3.126	4.412566	4.42626264
3.588	3.02	3.192	4.790856	4.20084096
3.59	3.25	3.128	4.00375	4.41941376
3.592	3.23	3.158	4.071606	4.31681496
3.594	3.01	3.216	4.825414	4.11917184
3.596	3.28	3.158	3.902176	4.31681496
3.596	3.31	3.164	3.800854	4.29632544
3.597	2.96	3.146	4.998624	4.35782424
3.6	3.26	3.124	3.969864	4.43311264
3.601	2.92	3.06	5.137696	4.652904
3.604	3.17	3.112	4.275846	4.47423616
3.604	2.99	3.05	4.894614	4.68735
3.604	3.22	3.09	4.105576	4.549734
3.608	2.95	3.1	5.03335	4.5154
3.608	3.12	3.088	4.446816	4.55660416
3.608	3.22	3.066	4.105576	4.63224984
3.609	2.93	3.066	5.102886	4.63224984
3.61	3.11	3.01	4.481094	4.825414
3.611	2.95	3.006	5.03335	4.83924504
3.612	2.84	2.954	5.417184	5.01945624
3.612	3.2	2.924	4.1736	5.12376864
3.615	2.67	2.972	6.017046	4.95698976
3.616	2.96	3.042	4.998624	4.71492696
3.616	3.19	2.972	4.207654	4.95698976
3.618	3.19	3.084	4.207654	4.57034784
3.618	2.85	3.06	5.38215	4.652904
3.62	3.23	3.01	4.071606	4.825414
3.621	2.84	2.976	5.417184	4.94312064
3.621	2.94	3.044	5.068104	4.70803104
3.623	3.02	3.064	4.790856	4.63913344
3.624	3.19	3.184	4.207654	4.22809984
3.624	3.33	3.294	3.733446	3.85486104
3.626	3.44	3.334	3.364704	3.71997784
3.627	3.49	3.384	3.198214	3.55200384
3.628	3.22	3.396	4.105576	3.51179424
3.628	3.44	3.35	3.364704	3.66615
3.631	3.39	3.354	3.531894	3.65270424
3.631	3.21	3.396	4.139574	3.51179424
3.632	3.51	3.46	3.131814	3.298024
3.634	3.43	3.52	3.398086	3.098656
3.635	3.76	3.598	2.311264	2.84098456
3.636	3.69	3.522	2.539254	3.09202776
3.636	3.6	3.478	2.8344	3.23810776
3.637	3.13	3.298	4.412566	3.84135256
3.64	3.21	3.278	4.139574	3.90893976
3.64	2.86	3.216	5.347144	4.11917184
3.64	3.59	3.17	2.867334	4.275846
3.643	3.29	3.218	3.868374	4.11237336
3.643	2.9	3.22	5.2074	4.105576
3.644	3.45	3.166	3.33135	4.28949784
3.647	2.87	3.084	5.312166	4.57034784
3.648	3.32	3.152	3.767136	4.33731456
3.65	2.88	3.016	5.277216	4.80467584
3.652	3.24	2.976	4.037664	4.94312064
3.653	2.77	2.944	5.663206	5.05419904
3.654	2.67	2.976	6.017046	4.94312064
3.656	3.16	2.902	4.309984	5.20042456
3.658	3.04	2.98	4.721824	4.929256
3.658	2.87	3.058	5.312166	4.65979096
3.66	3.16	3.028	4.309984	4.76322976
3.661	3.06	3.07	4.652904	4.618486
3.663	3.01	3.15	4.825414	4.34415
3.664	3.25	3.144	4.00375	4.36466304
3.667	3.27	3.214	3.936006	4.12597144
3.668	3.13	3.278	4.412566	3.90893976
3.668	3.41	3.348	3.464934	3.67287456
3.669	3.33	3.418	3.733446	3.43818136
3.672	3.6	3.436	2.8344	3.37805344
3.674	3.62	3.436	2.768616	3.37805344
3.674	3.22	3.49	4.105576	3.198214
3.676	3.41	3.428	3.464934	3.40476576
3.676	3.6	3.37	2.8344	3.598966
3.679	3.29	3.418	3.868374	3.43818136
3.68	3.33	3.346	3.733446	3.67960024
3.68	3.46	3.272	3.298024	3.92923776
3.682	3.05	3.282	4.68735	3.89541336
3.683	3.23	3.248	4.071606	4.01053056
3.684	3.34	3.164	3.699784	4.29632544
3.686	3.16	3.194	4.309984	4.19402904
3.687	3.04	3.172	4.721824	4.26902176
3.688	3.2	3.1	4.1736	4.5154
3.69	3.12	3.07	4.446816	4.618486
3.692	2.98	3.042	4.929256	4.71492696
3.692	3.01	2.954	4.825414	5.01945624
3.693	2.9	2.936	5.2074	5.08201344
3.695	2.76	2.924	5.698464	5.12376864
3.696	3.03	2.912	4.756326	5.16556416
3.697	2.92	2.86	5.137696	5.347144
3.698	2.95	2.914	5.03335	5.15859544
3.7	2.64	2.914	6.123744	5.15859544
3.7	3.03	2.936	4.756326	5.08201344
3.704	3.03	2.932	4.756326	5.09592736
3.704	3.03	3.026	4.756326	4.77013464
3.705	2.93	3.018	5.102886	4.79776536
3.708	3.11	3.022	4.481094	4.78394776
3.708	2.99	2.98	4.894614	4.929256
3.708	3.05	3.012	4.68735	4.81850016
3.711	2.82	2.986	5.487336	4.90846744
3.712	3.09	3.066	4.549734	4.63224984
3.713	2.98	3.07	4.929256	4.618486
3.716	3.39	3.148	3.531894	4.35098656
3.716	3.07	3.164	4.618486	4.29632544
3.716	3.21	3.196	4.139574	4.18721824
3.719	3.17	3.184	4.275846	4.22809984
3.719	3.14	3.204	4.378344	4.15998624
3.72	3.33	3.22	3.733446	4.105576
3.722	3.17	3.192	4.275846	4.20084096
3.724	3.29	3.146	3.868374	4.35782424
3.725	3.03	3.038	4.756326	4.72872216
3.726	2.91	3.018	5.172534	4.79776536
3.727	2.79	2.954	5.592774	5.01945624
3.728	3.07	2.95	4.618486	5.03335
3.729	2.97	2.92	4.963926	5.137696
3.731	3.01	2.944	4.825414	5.05419904
3.732	2.76	2.856	5.698464	5.36114304
3.733	2.91	2.824	5.172534	5.47329664
3.736	2.63	2.766	6.159366	5.67730584
3.736	2.81	2.88	5.522454	5.277216
3.737	2.72	2.888	5.839776	5.24927616
3.74	3.33	2.934	3.733446	5.08896984
3.74	2.95	2.998	5.03335	4.86692056
3.741	2.86	3.054	5.347144	4.67356824
3.744	3.13	2.958	4.412566	5.00556696
3.744	3	2.98	4.86	4.929256
3.745	2.85	2.98	5.38215	4.929256
3.748	3.06	2.988	4.652904	4.90154016
3.749	2.86	2.958	5.347144	5.00556696
3.752	3.17	3.03	4.275846	4.756326
3.753	2.85	3.004	5.38215	4.84616224
3.756	3.21	3.088	4.139574	4.55660416
3.756	2.93	3.07	5.102886	4.618486
3.756	3.28	3.206	3.902176	4.15318104
3.759	3.08	3.226	4.584096	4.08519064
3.76	3.53	3.218	3.065526	4.11237336
3.76	3.31	3.232	3.800854	4.06481536
3.762	2.89	3.284	5.242294	3.88865184
3.764	3.35	3.154	3.66615	4.33048024
3.764	3.34	3.05	3.699784	4.68735
3.765	2.88	3.15	5.277216	4.34415
3.768	2.79	3.018	5.592774	4.79776536
3.768	3.39	2.976	3.531894	4.94312064
3.77	2.69	3.084	5.946054	4.57034784
3.772	3.13	3.078	4.412566	4.59097176
3.772	3.42	3.054	3.431496	4.67356824
3.774	2.76	3.076	5.698464	4.59784864
3.776	3.27	2.982	3.936006	4.92232536
3.778	2.8	2.924	5.5576	5.12376864
3.779	2.66	2.868	6.052584	5.31915936
3.78	3.13	2.784	4.412566	5.61389184
3.782	2.48	2.836	6.697056	5.43120544
3.783	2.85	2.916	5.38215	5.15162784
3.784	3.06	2.89	4.652904	5.242294
3.786	3.06	2.996	4.652904	4.87384224
3.788	3	3.058	4.86	4.65979096
3.788	3.01	3.09	4.825414	4.549734
3.79	3.16	3.084	4.309984	4.57034784
3.791	3.22	3.098	4.105576	4.52226456
3.792	3.03	3.136	4.756326	4.39202944
3.793	3.07	3.128	4.618486	4.41941376
3.794	3.2	3.062	4.1736	4.64601816
3.796	3.12	3.072	4.446816	4.61160576
3.799	2.89	3.104	5.242294	4.50167424
3.8	3.08	3.04	4.584096	4.721824
3.803	3.23	3.024	4.071606	4.77704064
3.803	2.88	3.05	5.277216	4.68735
3.804	3.04	3.044	4.721824	4.70803104
3.808	3.02	3.02	4.790856	4.790856
3.808	3.05	3.042	4.68735	4.71492696
3.809	3.11	3.054	4.481094	4.67356824
3.811	2.99	3.078	4.894614	4.59097176
3.812	3.1	3.08	4.5154	4.584096
3.813	3.14	3.09	4.378344	4.549734
3.816	3.06	3.068	4.652904	4.62536736
3.816	3.16	3.052	4.309984	4.68045856
3.818	2.88	3.058	5.277216	4.65979096
3.82	3.02	3.06	4.790856	4.652904
3.82	3.17	3.05	4.275846	4.68735
3.822	3.07	3.098	4.618486	4.52226456
3.824	3.11	3.078	4.481094	4.59097176
3.824	3.12	3.038	4.446816	4.72872216
3.827	2.92	3.036	5.137696	4.73562144
3.828	2.97	3.046	4.963926	4.70113624
3.828	3.06	3.062	4.652904	4.64601816
3.829	3.16	3.056	4.309984	4.66667904
3.832	3.2	3.07	4.1736	4.618486
3.833	2.89	3.114	5.242294	4.46737944
3.835	3.04	3.068	4.721824	4.62536736
3.836	3.28	3.046	3.902176	4.70113624
3.837	2.93	3.104	5.102886	4.50167424
3.84	3.09	3.132	4.549734	4.40571936
3.84	3.18	3.082	4.241736	4.57722136
3.841	3.18	3.096	4.241736	4.52913024
3.843	3.03	3.086	4.756326	4.56347544
3.844	3	3.106	4.86	4.49481304
3.846	3.04	3.102	4.721824	4.50853656
3.846	3.28	3.068	3.902176	4.62536736
3.847	3.16	3.03	4.309984	4.756326
3.848	2.86	3.078	5.347144	4.59097176
3.85	2.81	3.092	5.522454	4.54286496
3.852	3.28	3.036	3.902176	4.73562144
3.852	3.35	3	3.66615	4.86
3.852	2.88	3.092	5.277216	4.54286496
3.854	2.68	3.066	5.981536	4.63224984
3.855	3.27	2.982	3.936006	4.92232536
3.856	3.15	2.978	4.34415	4.93618776
3.856	2.93	2.968	5.102886	4.97086336
3.858	2.86	2.91	5.347144	5.172534
3.858	2.63	2.804	6.159366	5.54353824
3.86	2.98	2.788	4.929256	5.59981216
3.861	2.62	2.808	6.195016	5.52948096
3.862	2.85	2.878	5.38215	5.28420376
3.864	2.96	2.878	4.998624	5.28420376
3.864	2.98	2.914	4.929256	5.15859544
3.864	2.98	2.884	4.929256	5.26324384
