Age Ma	d18O adj	d18O 5pt	tempC	tempC_5pt
17.3047	2.15	2.36	7.90215	7.131744
17.31	2.35	2.36	7.16815	7.131744
17.3101	2.41	2.376	6.950134	7.07355264
17.3155	2.53	2.374	6.517126	7.08082264
17.3209	2.44	2.276	6.841504	7.43842464
17.3263	2.14	2.26	7.939144	7.497064
17.33	1.86	2.128	8.986344	7.98357376
17.3317	2.33	2.072	7.241046	8.19144576
17.3372	1.87	2.06	8.948566	8.236104
17.3426	2.16	2.052	7.865184	8.26589856
17.348	2.08	2.158	8.161696	7.87257496
17.3512	1.82	2.2	9.137736	7.7176
17.3534	2.86	2.26	5.347144	7.497064
17.3576	2.08	2.342	8.161696	7.19729496
17.3634	2.46	2.358	6.769224	7.13902296
17.3733	2.49	2.316	6.661014	7.29213984
17.3852	1.9	2.436	8.8354	6.85597344
17.4032	2.65	2.446	6.08815	6.81980824
17.4132	2.68	2.448	5.981536	6.81257856
17.4231	2.51	2.52	6.589014	6.553056
17.4331	2.5	2.37	6.625	7.095366
17.4336	2.26	2.266	7.497064	7.47506584
17.4369	1.9	2.19	8.8354	7.754454
17.443	2.16	2.08	7.865184	8.161696
17.453	2.13	2.054	7.976166	8.25844824
17.4542	1.95	2.086	8.64735	8.13939544
17.4542	2.13	2.098	7.976166	8.09482456
17.4542	2.06	2.236	8.236104	7.58515744
17.4596	2.22	2.294	7.643976	7.37254104
17.486	2.82	2.296	5.487336	7.36522624
17.4926	2.24	2.386	7.570464	7.03721944
17.4955	2.14	2.29	7.939144	7.387174
17.4991	2.51	2.258	6.589014	7.50439896
17.5	1.74	2.308	9.441864	7.32136096
17.5056	2.66	2.33	6.052584	7.241046
17.5122	2.49	2.338	6.661014	7.21187416
17.5158	2.25	2.378	7.53375	7.06628376
17.5187	2.55	2.306	6.44535	7.32866904
17.5227	1.94	2.298	8.684904	7.35791256
17.5252	2.3	2.29	7.3506	7.387174
17.5317	2.45	2.262	6.80535	7.48973016
17.532	2.21	2.304	7.680774	7.33597824
17.5383	2.41	2.302	6.950134	7.34328856
17.5448	2.15	2.246	7.90215	7.54843224
17.5495	2.29	2.246	7.387174	7.54843224
17.5538	2.17	2.234	7.828246	7.59250584
17.5573	2.21	2.102	7.680774	8.07997656
17.558	2.35	2.056	7.16815	8.25099904
17.56	1.49	2.008	10.403814	8.43008896
17.5606	2.06	1.988	8.236104	8.50490016
17.5665	1.93	1.902	8.722486	8.82786456
17.5708	2.11	2.168	8.050294	7.83563136
17.575	1.92	2.302	8.760096	7.34328856
17.5793	2.82	2.24	5.487336	7.570464
17.5818	2.73	2.226	5.804406	7.62191064
17.5827	1.62	2.292	9.901416	7.37985696
17.5882	2.04	2.236	8.310624	7.58515744
17.5972	2.25	2.062	7.53375	8.22865816
17.6117	2.54	2.178	6.481224	7.79871576
17.6175	1.86	2.252	8.986344	7.52641056
17.6191	2.2	2.222	7.7176	7.63661976
17.6262	2.41	2.244	6.950134	7.55577504
17.6397	2.1	2.24	8.0874	7.570464
17.6407	2.65	2.214	6.08815	7.66605144
17.6581	1.84	2.164	9.061984	7.85040544
17.66	2.07	2.196	8.198886	7.73233824
17.6644	2.16	2.124	7.865184	7.99839264
17.6724	2.26	2.12	7.497064	8.013216
17.6748	2.29	2.246	7.387174	7.54843224
17.6756	1.82	2.266	9.137736	7.47506584
17.6803	2.7	2.31	5.9106	7.314054
17.6882	2.26	2.294	7.497064	7.37254104
17.6961	2.48	2.518	6.697056	6.56024536
17.704	2.21	2.42	7.680774	6.913896
17.7119	2.94	2.34	5.068104	7.204584
17.7199	2.21	2.263	7.680774	7.48606366
17.7207	1.86	2.321	8.986344	7.27388574
17.7247	2.1	2.239	8.0874	7.57413694
17.7278	2.5	2.2767	6.625	7.4358608046
17.7373	2.53	2.2267	6.517126	7.6193370046
17.7414	2.4	2.2617	6.9864	7.4908301646
17.7419	1.61	2.2177	9.939894	7.6524370606
17.7436	2.27	2.2328	7.460406	7.5969154176
17.7515	2.28	2.2311	7.423776	7.6031630094
17.7581	2.61	2.4023	6.230694	6.9780563406
17.7595	2.39	2.4583	7.022694	6.7753634446
17.7642	2.47	2.4506	6.733126	6.8031816504
17.7674	2.55	2.3677	6.44535	7.1037304606
17.7677	2.24	2.2817	7.570464	7.4175516846
17.7712	2.19	2.2306	7.754454	7.6050006904
17.7731	1.96	2.0306	8.609824	8.3456870904
17.7747	2.21	1.9883	7.680774	8.5037771646
17.7749	1.55	1.9991	10.17135	8.4633661134
17.7753	2.03	2.0611	8.347926	8.2320086494
17.7782	2.25	2.0876	7.53375	8.1334503264
17.7814	2.27	2.3596	7.460406	7.1331997024
17.7817	2.34	2.3838	7.204584	7.0452103416
17.7826	2.91	2.358	5.172534	7.13902296
17.7852	2.15	2.432	7.90215	6.87044736
17.7887	2.12	2.3554	8.013216	7.1484872824
17.79	2.64	2.2494	6.123744	7.5359520504
17.7918	1.96	2.2379	8.609824	7.5781774974
17.7973	2.38	2.2167	7.059016	7.6561162446
17.7992	2.09	2.1207	8.124534	8.0106215886
17.8	2.01	2.1747	8.422614	7.8108948126
17.8016	2.16	2.1357	7.865184	7.9550600286
17.8016	2.23	2.203	7.607206	7.70654926
17.8027	2.19	2.2192	7.754454	7.6469188096
17.8046	2.43	2.2692	6.877686	7.4633376096
17.8097	2.09	2.2207	8.124534	7.6414011886
17.8119	2.41	2.2163	6.950134	7.6575879966
17.8132	1.99	2.2183	8.497414	7.6502296846
17.8166	2.16	2.1485	7.865184	7.907697315
17.8193	2.44	2.1085	6.841504	8.055858115
17.8236	1.74	2.1438	9.441864	7.9250829816
17.8266	2.21	2.1771	7.680774	7.8020370174
17.8299	2.16	2.1681	7.865184	7.8352620654
17.8328	2.33	2.2845	7.241046	7.407301635
17.8357	2.39	2.3425	7.022694	7.195472875
17.8386	2.32	2.3549	7.277536	7.1503075614
17.839	2.5	2.3308	6.625	7.2381280096
17.8415	2.23	2.3918	7.607206	7.0161590136
17.8443	2.21	2.3755	7.680774	7.075370035
17.8453	2.7	2.344	5.9106	7.19000704
17.8472	2.24	2.4388	7.570464	6.8458443616
17.8501	2.34	2.3999	7.204584	6.9867628014
17.8515	2.7	2.2669	5.9106	7.4717669854
17.853	2.02	2.3185	8.385256	7.283011915
17.8559	2.03	2.2446	8.347926	7.5535720824
17.8577	2.5	2.1187	6.625	8.0180345566
17.8588	1.97	2.1616	8.572326	7.8592720384
17.8617	2.07	2.1591	8.198886	7.8685097934
17.8639	2.23	2.0778	7.607206	8.1698753976
17.8646	2.02	2.1184	8.385256	8.0191465984
17.8675	2.09	2.2723	8.124534	7.4519786206
17.8703	2.18	2.3206	7.791336	7.2753458104
17.8706	2.84	2.3926	5.417184	7.0132548664
17.8732	2.47	2.4599	6.733126	6.7695851214
17.8761	2.38	2.502	7.059016	6.61780056
17.8772	2.43	2.278	6.877686	7.43109976
17.8794	2.39	2.3038	7.022694	7.3367092216
17.88	1.72	2.2949	9.518176	7.3692492414
17.8839	2.6	2.246	6.2664	7.54843224
17.8841	2.34	2.2507	7.204584	7.5311810686
17.8889	2.19	2.2783	7.754454	7.4300011246
17.8905	2.41	2.2823	6.950134	7.4153550606
17.8937	1.86	2.2251	8.986344	7.6252198014
17.8972	2.62	2.1621	6.195016	7.8574246974
17.8984	2.05	2.1436	8.27335	7.9258229344
17.9027	1.87	2.242	8.948566	7.56311896
17.9032	2.32	2.1752	7.277536	7.8090493056
17.9038	2.35	2.2668	7.16815	7.4721335136
17.908	2.29	2.3068	7.387174	7.3257456736
17.9105	2.51	2.2437	6.589014	7.5568765566
17.9126	2.07	2.1817	8.198886	7.7850640846
17.9127	2	2.1765	8.46	7.804251315
17.9128	2.04	2.058	8.310624	8.24355096
17.9172	2.26	2.024	7.497064	8.37032064
17.9175	1.92	2.0135	8.760096	8.409535515
17.9229	1.9	2.1155	8.8354	8.029897635
17.9235	1.95	2.0855	8.64735	8.141253435
17.9238	2.55	2.0523	6.44535	8.2647809406
17.9305	2.11	2.0632	8.050294	8.2241911936
17.9309	1.75	2.1192	9.40375	8.0161812096
17.9343	1.95	2.0058	8.64735	8.4383127096
17.9371	2.23	1.9998	7.607206	8.4607480056
17.9412	1.98	2.129	8.534856	7.97986974
17.9438	2.08	2.1601	8.161696	7.8648144814
17.9447	2.4	2.2206	6.9864	7.6417690104
17.9481	2.11	2.3183	8.050294	7.2837420846
17.9482	2.53	2.3783	6.517126	7.0651935246
17.9516	2.47	2.3633	6.733126	7.1197361646
17.9524	2.38	2.3773	7.059016	7.0688277406
17.9551	2.32	2.3245	7.277536	7.261112035
17.9567	2.18	2.2882	7.791336	7.3937602936
17.9586	2.27	2.2558	7.460406	7.5124687096
17.9609	2.29	2.2513	7.387174	7.5289792366
17.962	2.22	2.2641	7.643976	7.4820308334
17.9652	2.3	2.2965	7.3506	7.363397715
17.9655	2.24	2.2865	7.570464	7.399981515
17.969	2.43	2.2636	6.877686	7.4838638944
17.9695	2.24	2.3076	7.570464	7.3228224864
17.9724	2.1	2.2644	8.0874	7.4809310304
17.9738	2.52	2.2003	6.553056	7.7164948126
17.9759	2.03	2.1576	8.347926	7.8740532864
17.9781	2.11	2.237	8.050294	7.58148366
17.9793	2.03	2.1223	8.347926	8.0046920206
17.9824	2.5	2.0932	6.625	8.1126480736
17.9828	1.95	2.1652	8.64735	7.8459727456
17.9863	1.88	2.1509	8.910816	7.8988219134
17.9866	2.47	2.1649	6.733126	7.8470808814
17.9897	1.96	2.2266	8.609824	7.6197046584
17.9909	2.57	2.32	6.373686	7.277536
17.9932	2.25	2.2835	7.53375	7.410962115
17.9952	2.35	2.4144	7.16815	6.9341858304
17.9967	2.29	2.365	7.387174	7.1135515
17.9995	2.61	2.3215	6.230694	7.272060715
18.0002	2.32	2.2915	7.277536	7.381686115
18.0043	2.04	2.2541	8.310624	7.5187053534
18.0054	2.2	2.106	7.7176	8.06513304
18.0078	2.1	2.1094	8.0874	8.0525195704
18.0083	1.87	2.065	8.948566	8.2174915
18.0114	2.34	1.9667	7.204584	8.5846972446
18.0123	1.82	2.0067	9.137736	8.4349482846
18.0164	1.71	2.099	9.556374	8.09111214
18.0173	2.3	2.123	7.3506	8.00209806
18.0204	2.33	2.1672	7.241046	7.8385858176
18.0233	2.46	2.2007	6.769224	7.7150212686
18.0245	2.04	2.1947	8.310624	7.7371291326
18.0285	1.88	2.0864	8.910816	8.1379090944
18.0292	2.27	1.9759	7.460406	8.5502153134
18.0315	1.79	2.0227	9.251574	8.3751741406
18.0325	1.91	2.0815	8.797734	8.156119915
18.0328	2.27	1.9713	7.460406	8.5674533166
18.0352	2.17	1.9673	7.828246	8.5824477006
18.0366	1.72	1.9929	9.518176	8.4865610574
18.04	1.77	2.0589	9.327606	8.2401996894
18.0406	2.04	2.0692	8.310624	8.2018624096
18.0423	2.6	2.2535	6.2664	7.520906715
18.0446	2.22	2.3835	7.643976	7.046300115
18.0459	2.64	2.4266	6.123744	6.8899942584
18.0483	2.42	2.3806	6.913896	7.0568358904
18.0488	2.25	2.2708	7.53375	7.4574745696
18.053	2.37	2.2208	7.095366	7.6410333696
18.0531	1.67	2.1355	9.709446	7.955800435
18.059	2.39	2.1411	7.022694	7.9350732894
18.0615	1.99	2.0536	8.497414	8.2599382144
18.0649	2.28	2.1112	7.423776	8.0458431616
18.0658	1.93	1.9852	8.722486	8.5153826656
18.07	1.96	1.9255	8.609824	8.739407035
18.0701	1.76	1.8915	9.365664	8.867438115
18.0742	1.7	1.8972	9.5946	8.8459514976
18.078	2.11	1.9432	8.050294	8.6728836736
18.0785	1.96	2.0198	8.609824	8.3860028856
18.0839	2.19	2.0928	7.754454	8.1141336576
18.0869	2.14	2.1098	7.939144	8.0510358456
18.0887	2.06	2.1556	8.236104	7.8814455904
18.0912	2.19	2.1375	7.754454	7.948396875
18.0946	2.19	2.0857	7.754454	8.1405102286
18.0961	2.1	2.1297	8.0874	7.9772770926
18.0993	1.88	2.067	8.910816	8.21004846
18.1018	2.28	2.017	7.423776	8.39646046
18.1046	1.88	2.0482	8.910816	8.2800572536
18.1072	1.94	2.1774	8.684904	7.8009299064
18.1073	2.26	2.0922	7.497064	8.1163621176
18.1077	2.53	2.1666	6.517126	7.8408017784
18.1099	1.85	2.2306	9.02415	7.6050006904
18.1126	2.25	2.1835	7.53375	7.778424115
18.1137	2.26	2.0969	7.497064	8.0989085454
18.1149	2.02	2.2234	8.385256	7.6314710584
18.1196	2.36	2.2485	7.131744	7.539255315
18.1232	1.87	2.1635	8.948566	7.852252515
18.1236	2.74	2.0928	5.769064	8.1141336576
18.125	1.68	2.028	9.671136	8.35538976
18.125	1.81	2.1552	9.175654	7.8829241856
18.1285	2.04	2.0654	8.310624	8.2160028024
18.1287	2.51	2.1934	6.589014	7.7419204984
18.1338	2.29	2.2714	7.387174	7.4552761144
18.1347	2.32	2.4042	7.277536	6.9711648696
18.1391	2.2	2.4022	7.7176	6.9784190776
18.1397	2.7	2.3652	5.9106	7.1128239456
18.1438	2.5	2.4512	6.625	6.8010134016
18.1444	2.11	2.4184	8.050294	6.9196921984
18.1488	2.75	2.2924	5.73375	7.3783936864
18.1498	2.04	2.2744	8.310624	7.4442853504
18.1505	2.07	2.2835	8.198886	7.410962115
18.1548	2.41	2.2215	6.950134	7.638458715
18.1551	2.15	2.261	7.90215	7.49339694
18.1599	2.44	2.2943	6.841504	7.3714437486
18.1604	2.23	2.2503	7.607206	7.5326490126
18.1636	2.24	2.2258	7.570464	7.6226459896
18.1649	2.19	2.1044	7.754454	8.0710699104
18.1664	2.03	2.1018	8.347926	8.0807188536
18.1691	1.83	2.0837	9.099846	8.1479427966
18.1699	2.22	2.0837	7.643976	8.1479427966
18.1718	2.15	2.1034	7.90215	8.0747808184
18.174	2.19	2.1721	7.754454	7.8204925774
18.1746	2.13	2.1961	7.976166	7.7319697294
18.1773	2.18	2.1774	7.791336	7.8009299064
18.179	2.34	2.151	7.204584	7.89845214
18.18	2.05	2.1716	8.27335	7.8223385184
18.1828	2.06	2.1489	8.236104	7.9062179694
18.185	2.23	2.1403	7.607206	7.9380337726
18.1855	2.06	2.1537	8.236104	7.8884693166
18.1882	2.3	2.225	7.3506	7.6255875
18.1901	2.12	2.2618	8.013216	7.4904634936
18.191	2.41	2.2891	6.950134	7.3904670334
18.1937	2.41	2.2294	6.950134	7.6094114104
18.1941	2.2	2.2814	7.7176	7.4186500344
18.1964	2	2.2481	8.46	7.5407235054
18.1991	2.38	2.1046	7.059016	8.0703277624
18.2	1.84	2.1728	9.061984	7.8179083776
18.2052	2.19	2.0103	7.754454	8.4214928526
18.2081	2.28	2.0783	7.423776	8.1680163246
18.21	1.73	2.1316	9.480006	7.9702405984
18.2102	2.35	2.1456	7.16815	7.9184239104
18.2113	2.11	2.1184	8.050294	8.0191465984
18.2152	2.26	2.1944	7.497064	7.7382347904
18.2176	2.15	2.1129	7.90215	8.0395384974
18.2203	2.11	2.0597	8.050294	8.2372209726
18.2208	1.94	2.0737	8.684904	8.1851224366
18.224	1.84	2.0282	9.061984	8.3546433336
18.2243	2.33	2.0022	7.241046	8.4517726776
18.2271	1.92	2.0461	8.760096	8.2878835294
18.2274	1.98	2.1559	8.534856	7.8803366734
18.2303	2.16	2.1657	7.865184	7.8441259086
18.231	2.39	2.2581	7.022694	7.5040321854
18.2335	2.38	2.2901	7.059016	7.3868081214
18.2341	2.38	2.2991	7.059016	7.3538905134
18.2365	2.14	2.3231	7.939144	7.2662211054
18.2366	2.21	2.3269	7.680774	7.2523549054
18.2396	2.51	2.2749	6.589014	7.4424538014
18.2398	2.4	2.2389	6.9864	7.5745042494
18.2433	2.12	2.2356	8.013216	7.5866270304
18.2457	1.96	2.2056	8.609824	7.6969739904
18.2469	2.19	2.1659	7.754454	7.8433871934
18.25	2.36	2.3079	7.131744	7.3217263374
18.2508	2.2	2.3939	7.7176	7.0085360094
18.2531	2.83	2.3899	5.452246	7.0230570814
18.2555	2.39	2.3827	7.022694	7.0492063006
18.2564	2.17	2.4708	7.828246	6.7302393696
18.2565	2.32	2.3648	7.277536	7.1142790656
18.2586	2.64	2.3627	6.123744	7.1219191806
18.2622	2.3	2.2907	7.3506	7.3846129086
18.2623	2.38	2.3399	7.059016	7.2049484814
18.263	1.81	2.2995	9.175654	7.352428035
18.2653	2.57	2.3275	6.373686	7.250165875
18.2675	2.44	2.3057	6.841504	7.3297653486
18.2716	2.44	2.3137	6.841504	7.3005390766
18.2726	2.27	2.1777	7.460406	7.7998228206
18.2766	1.85	2.1901	9.02415	7.7540853214
18.2766	1.89	2.1607	8.873094	7.8625974286
18.2795	2.5	2.1726	6.625	7.8186467064
18.2828	2.29	2.1626	7.387174	7.8555774264
18.289	2.33	2.2711	7.241046	7.4563753294
18.2903	1.8	2.2651	9.2136	7.4783649214
18.2927	2.43	2.2682	6.877686	7.4670023736
18.2969	2.47	2.2482	6.733126	7.5403564536
18.297	2.31	2.2852	7.314054	7.4047394656
18.3048	2.23	2.25	7.607206	7.53375
18.3056	1.99	2.1215	8.497414	8.007656715
18.3089	2.26	2.0623	7.497064	8.2275413806
18.3111	1.83	2.0703	9.099846	8.1977698926
18.312	2.01	2.0622	8.422614	8.2279136376
18.3127	2.27	1.9881	7.460406	8.5045258254
18.315	1.94	2.0726	8.684904	8.1892139064
18.3181	1.89	2.0581	8.873094	8.2431785854
18.319	2.25	2.0255	7.53375	8.364721035
18.32	1.94	2.0963	8.684904	8.1011363166
18.3235	2.11	2.2351	8.050294	7.5884640814
18.3242	2.3	2.3302	7.3506	7.2403164856
18.3269	2.58	2.4462	6.337896	6.8190852216
18.3316	2.73	2.5689	5.804406	6.3776246094
18.3318	2.52	2.5632	6.553056	6.3980391936
18.3337	2.72	2.4972	5.839776	6.6350810976
18.3359	2.27	2.414	7.460406	6.93563544
18.3392	2.25	2.3426	7.53375	7.1951084664
18.3433	2.31	2.2486	7.314054	7.5388882744
18.3468	2.16	2.2466	7.865184	7.5462296184
18.3482	2.25	2.3346	7.53375	7.2242700024
18.3523	2.26	2.2888	7.497064	7.3915647616
18.3564	2.69	2.4082	5.946054	6.9566598136
18.3581	2.08	2.4282	8.161696	6.8842017336
18.3605	2.76	2.4982	5.698464	6.6314804536
18.3638	2.35	2.4662	7.16815	6.7468399416
18.3679	2.61	2.526	6.230694	6.53149464
18.372	2.53	2.45	6.517126	6.80535
18.3754	2.38	2.488	7.059016	6.66822016
18.3781	2.38	2.466	7.059016	6.74756184
18.3808	2.54	2.3	6.481224	7.3506
18.3848	2.5	2.234	6.625	7.59250584
18.3865	1.7	2.164	9.5946	7.85040544
18.3882	2.05	2.0827	8.27335	8.1516595006
18.3884	2.03	2.0687	8.347926	8.2037227566
18.391	2.13	2.2287	7.976166	7.6119845166
18.3916	2.43	2.3107	6.877686	7.3114968286
18.395	2.5	2.3465	6.625	7.180898715
18.3977	2.46	2.4478	6.769224	6.8133014776
18.3996	2.21	2.4158	7.680774	6.9291125496
18.4011	2.64	2.2686	6.123744	7.4655364344
18.4052	2.27	2.2286	7.460406	7.6123521144
18.4068	1.76	2.1853	9.365664	7.7717850526
18.4113	2.26	2.0586	7.497064	8.2413167544
18.4128	1.99	1.9837	8.497414	8.5209991966
18.414	2.01	2.0593	8.422614	8.2387103086
18.4149	1.9	2.0253	8.8354	8.3654676126
18.417	2.14	2.1067	7.939144	8.0625358846
18.4187	2.09	2.1297	8.124534	7.9772770926
18.4221	2.4	2.1364	6.9864	7.9524686944
18.4222	2.12	2.16	8.013216	7.865184
18.4222	1.93	2.0838	8.722486	8.1475711416
18.4255	2.26	2.0478	7.497064	8.2815478776
18.4282	1.71	2.0076	9.556374	8.4315840864
18.4289	2.22	2.0818	7.643976	8.1550047736
18.4302	1.92	1.9894	8.760096	8.4996597304
18.4316	2.3	1.9864	7.3506	8.5108898944
18.4328	1.8	2.0004	9.2136	8.4585040224
18.4334	1.69	1.9781	9.632854	8.5419731454
18.4346	2.29	2.0081	7.387174	8.4297151854
18.4367	1.81	2.0545	9.175654	8.256585835
18.4381	2.45	2.1157	6.80535	8.0291561086
18.44	2.03	2.2177	8.347926	7.6524370606
18.44	2	2.3174	8.46	7.2870279864
18.441	2.8	2.3514	5.5576	7.1630514744
18.4433	2.31	2.4094	7.314054	6.9523091704
18.444	2.62	2.5074	6.195016	6.5983676664
18.4466	2.32	2.4554	7.277536	6.7858384824
18.4469	2.49	2.4171	6.661014	6.9244021374
18.4499	2.54	2.3257	6.481224	7.2567332686
18.4499	2.12	2.3617	8.013216	7.1255577646
18.4532	2.16	2.3047	7.865184	7.3334198926
18.4558	2.5	2.2274	6.625	7.6167635064
18.4565	2.21	2.2954	7.680774	7.3674205624
18.4598	2.15	2.3508	7.90215	7.1652364896
18.4631	2.46	2.2418	6.769224	7.5638534136
18.4635	2.44	2.1951	6.841504	7.7356549614
18.4665	1.96	2.2484	8.609824	7.5396223584
18.4703	1.97	2.1601	8.572326	7.8648144814
18.4731	2.42	2.066	6.913896	8.21376984
18.474	2.01	2.0442	8.422614	8.2949655096
18.4777	1.97	2.1519	8.572326	7.8951243054
18.4814	1.85	2.0552	9.02415	8.2539785856
18.4828	2.51	2.0585	6.589014	8.241689115
18.4851	1.94	2.0801	8.684904	8.1613242414
18.4852	2.03	2.1888	8.347926	7.7588783616
18.4888	2.08	2.1066	8.161696	8.0629068984
18.4924	2.39	2.1192	7.022694	8.0161812096
18.4926	2.1	2.1096	8.0874	8.0517777024
18.4966	2	2.1381	8.46	7.9461760254
18.5006	1.98	1.9917	8.534856	8.4910516446
18.5018	2.22	2.0599	7.643976	8.2364763214
18.5046	1.66	2.0478	9.747784	8.2815478776
18.5065	2.44	2.1453	6.841504	7.9195336926
18.5086	1.94	2.0591	8.684904	8.2394549934
18.5122	2.47	2.0937	6.733126	8.1107911566
18.5126	1.79	2.0997	9.251574	8.0885136126
18.5166	1.83	2.0662	9.099846	8.2130255416
18.52	2.47	2.0862	6.733126	8.1386522616
18.5206	1.77	2.1442	9.327606	7.9236031096
18.5239	2.57	2.256	6.373686	7.51173504
18.5246	2.08	2.2256	8.161696	7.6233813504
18.527	2.39	2.3294	7.022694	7.2432346104
18.5286	2.32	2.2914	7.277536	7.3820519544
18.5309	2.29	2.3508	7.387174	7.1652364896
18.5321	2.38	2.3308	7.059016	7.2381280096
18.5343	2.38	2.3308	7.059016	7.2381280096
18.5356	2.29	2.3168	7.387174	7.2892187136
18.5365	2.32	2.3148	7.277536	7.2965218656
18.5388	2.22	2.2236	7.643976	7.6307355744
18.5395	2.37	2.2276	7.095366	7.6160282464
18.541	1.92	2.2131	8.760096	7.6693636254
18.5426	2.31	2.2591	7.314054	7.5003645934
18.5442	2.25	2.2384	7.53375	7.5763408384
18.5465	2.45	2.3203	6.80535	7.2764408926
18.5476	2.27	2.3203	7.460406	7.2764408926
18.551	2.33	2.313	7.241046	7.30309566
18.5524	2.31	2.333	7.314054	7.23010446
18.5545	2.21	2.3218	7.680774	7.2709657336
18.5585	2.55	2.388	6.44535	7.02995616
18.5613	2.21	2.472	7.680774	6.72590976
18.5646	2.66	2.477	6.052584	6.70787406
18.5706	2.73	2.433	5.804406	6.86682846
18.5729	2.23	2.4652	7.607206	6.7504495456
18.5755	2.33	2.4292	7.241046	6.8805817696
18.577	2.37	2.3429	7.095366	7.1940152574
18.5816	2.48	2.3941	6.697056	7.0078100734
18.5853	2.3	2.3914	7.3506	7.0176111544
18.5888	2.49	2.3231	6.661014	7.2662211054
18.5895	2.32	2.2877	7.277536	7.3955899806
18.5906	2.03	2.3539	8.347926	7.1539483294
18.5936	2.3	2.2483	7.3506	7.5399894046
18.5949	2.63	2.285	6.159366	7.4054715
18.5975	1.96	2.3176	8.609824	7.2862977664
18.5985	2.5	2.377	6.625	7.06991806
18.6012	2.19	2.3287	7.754454	7.2457881166
18.6031	2.6	2.4363	6.2664	6.8548880766
18.605	2.39	2.4503	7.022694	6.8042658126
18.6085	2.5	2.3957	6.625	7.0020029886
18.6088	2.57	2.3534	6.373686	7.1557688184
18.61	1.92	2.4177	8.760096	6.9222282606
18.6123	2.39	2.3863	7.022694	7.0361298766
18.6131	2.71	2.3283	5.875174	7.2472473246
18.6153	2.34	2.4363	7.204584	6.8548880766
18.6182	2.28	2.445	7.423776	6.8234235
18.6185	2.46	2.379	6.769224	7.06264974
18.6212	2.43	2.4078	6.877686	6.9581101176
18.6222	2.38	2.4279	7.059016	6.8852877774
18.6242	2.49	2.3922	6.661014	7.0147069176
18.6258	2.38	2.3615	7.059016	7.126285515
18.6271	2.28	2.3455	7.423776	7.184541835
18.6301	2.28	2.3221	7.423776	7.2698707774
18.6303	2.3	2.3051	7.3506	7.3319580414
18.6321	2.37	2.3308	7.095366	7.2381280096
18.6331	2.3	2.3204	7.3506	7.2760758624
18.6349	2.41	2.298	6.950134	7.35791256
18.636	2.23	2.308	7.607206	7.32136096
18.639	2.19	2.2993	7.754454	7.3531592686
18.6394	2.42	2.2513	6.913896	7.5289792366
18.642	2.25	2.2624	7.53375	7.4882635264
18.644	2.17	2.2808	7.828246	7.4208468096
18.6449	2.28	2.2175	7.423776	7.653172875
18.6472	2.28	2.2272	7.423776	7.6174987776
18.6479	2.1	2.2482	8.0874	7.5403564536
18.6485	2.3	2.3117	7.3506	7.3078439646
18.6508	2.27	2.2663	7.460406	7.4739661966
18.653	2.6	2.2736	6.2664	7.4472159744
18.6565	2.05	2.3256	8.27335	7.2570981504
18.6566	2.14	2.2486	7.939144	7.5388882744
18.6621	2.56	2.1766	6.409504	7.8038822584
18.6628	1.89	2.1816	8.873094	7.7854329984
18.6667	2.24	2.1796	7.570464	7.7928118624
18.6692	2.08	2.1876	8.161696	7.7633031264
18.6712	2.13	2.3137	7.976166	7.3005390766
18.6758	2.6	2.336	6.2664	7.21916544
18.6803	2.52	2.4383	6.553056	6.8476529646
18.6824	2.35	2.3814	7.16815	7.0539292344
18.6848	2.59	2.392	6.302134	7.01543296
18.6875	1.85	2.3065	9.02415	7.326841915
18.6894	2.65	2.2485	6.08815	7.539255315
18.6907	2.09	2.1435	8.124534	7.926192915
18.6918	2.06	2.2244	8.236104	7.6277937504
18.6938	2.06	2.1301	8.236104	7.9757956414
18.6939	2.25	2.1633	7.53375	7.8529913646
18.6957	2.18	2.277	7.791336	7.43476206
18.697	2.26	2.2856	7.497064	7.4032754304
18.6994	2.63	2.2836	6.159366	7.4105960544
18.6996	2.11	2.2631	8.050294	7.4856970254
18.703	2.24	2.2674	7.570464	7.4699343864
18.7035	2.08	2.0916	8.161696	8.1185906784
18.7056	2.28	2.184	7.423776	7.77657984
18.7074	1.75	2.1217	9.40375	8.0069155246
18.7076	2.57	2.0539	6.373686	8.2588207294
18.7113	1.93	2.0439	8.722486	8.2960838094
18.7121	1.74	2.0847	9.441864	8.1442263726
18.7149	2.23	2.0527	7.607206	8.2632908206
18.7152	1.95	2.0987	8.64735	8.0922258366
18.7177	2.41	2.1987	6.950134	7.7223894366
18.7191	2.16	2.1047	7.865184	8.0699566926
18.7204	2.24	2.2048	7.570464	7.6999200256
18.7227	1.76	2.1248	9.365664	7.9954285056
18.723	2.01	2.1071	8.422614	8.0610518574
18.723	2.46	2.1511	6.769224	7.8980823694
18.7232	2.29	2.254	7.387174	7.51907224
18.726	2.02	2.2549	8.385256	7.5157703614
18.7269	2.49	2.3494	6.661014	7.1703352504
18.7288	2.46	2.3054	6.769224	7.3308616824
18.7305	2.48	2.3494	6.697056	7.1703352504
18.7321	2.07	2.2993	8.198886	7.3531592686
18.7321	2.24	2.3273	7.570464	7.2508955406
18.7341	2.24	2.2789	7.570464	7.4278039294
18.7343	2.6	2.2917	6.2664	7.3809544446
18.7371	2.24	2.2588	7.570464	7.5014648416
18.7376	2.13	2.2139	7.976166	7.6664194494
